Giorno	Mese	Anno	Stazione	Temp_max	Temp_min	Temp_med	Hum_max	Hum_min	Hum_med	Rain_mm	Wind_int	Wind_dir
19	9	2017	 Campobasso, Guardialfiera e Termoli	23.1	14.57	18.07	NA	NA	66.33	0.8	13.2	SSE
20	9	2017	 Campobasso, Guardialfiera e Termoli	16.7	11.93	13.93	NA	NA	76.0	6.47	11.63	NW
21	9	2017	 Campobasso, Guardialfiera e Termoli	20.27	11.6	15.7	NA	NA	61.33	1.4	8.8	SSE
22	9	2017	 Campobasso, Guardialfiera e Termoli	23.1	11.77	16.93	NA	NA	56.33	0.0	6.17	SSE
23	9	2017	 Campobasso, Guardialfiera e Termoli	24.63	12.67	17.97	NA	NA	58.33	0.0	6.53	E
24	9	2017	 Campobasso, Guardialfiera e Termoli	22.83	12.7	17.6	NA	NA	64.33	7.2	6.37	E
25	9	2017	 Campobasso, Guardialfiera e Termoli	19.7	13.83	16.2	NA	NA	83.0	3.07	6.93	NNE
26	9	2017	 Campobasso, Guardialfiera e Termoli	20.9	12.4	16.03	NA	NA	79.33	0.13	8.07	NNW
27	9	2017	 Campobasso, Guardialfiera e Termoli	20.03	12.97	16.43	NA	NA	81.0	0.0	11.43	NNW
28	9	2017	 Campobasso, Guardialfiera e Termoli	20.73	13.6	16.93	NA	NA	79.33	0.0	13.0	NW
29	9	2017	 Campobasso, Guardialfiera e Termoli	18.93	13.53	16.13	NA	NA	77.33	0.0	12.4	NNW
30	9	2017	 Campobasso, Guardialfiera e Termoli	19.7	12.13	15.37	NA	NA	72.33	0.0	8.8	WNW
1	10	2017	 Campobasso, Guardialfiera e Termoli	21.4	11.3	15.87	NA	NA	73.0	0.0	5.53	NE
2	10	2017	 Campobasso, Guardialfiera e Termoli	20.1	14.23	16.5	NA	NA	78.0	0.0	4.87	NE
3	10	2017	 Campobasso, Guardialfiera e Termoli	24.97	12.43	18.07	NA	NA	72.67	0.07	5.8	SW
4	10	2017	 Campobasso, Guardialfiera e Termoli	22.77	15.8	18.57	NA	NA	80.67	0.0	6.97	NNE
5	10	2017	 Campobasso, Guardialfiera e Termoli	24.73	14.8	19.27	NA	NA	75.33	0.07	7.5	SSE
6	10	2017	 Campobasso, Guardialfiera e Termoli	22.5	11.1	18.07	NA	NA	71.0	24.07	14.77	WSW
7	10	2017	 Campobasso, Guardialfiera e Termoli	15.9	10.17	13.53	NA	NA	65.33	1.47	22.97	NE
8	10	2017	 Campobasso, Guardialfiera e Termoli	21.2	8.53	14.4	NA	NA	53.33	0.0	8.37	SW
9	10	2017	 Campobasso, Guardialfiera e Termoli	20.17	10.63	15.1	NA	NA	67.67	0.0	5.83	NE
10	10	2017	 Campobasso, Guardialfiera e Termoli	20.53	12.17	15.87	NA	NA	75.33	0.13	4.27	NE
11	10	2017	 Campobasso, Guardialfiera e Termoli	20.6	12.47	15.9	NA	NA	79.33	0.07	5.4	SE
12	10	2017	 Campobasso, Guardialfiera e Termoli	22.43	11.93	16.37	NA	NA	72.0	0.0	6.03	NW
13	10	2017	 Campobasso, Guardialfiera e Termoli	21.57	11.87	15.97	NA	NA	74.0	0.0	6.37	ENE
14	10	2017	 Campobasso, Guardialfiera e Termoli	21.7	11.97	16.3	NA	NA	74.0	0.0	8.07	WNW
15	10	2017	 Campobasso, Guardialfiera e Termoli	22.13	12.77	17.83	NA	NA	67.0	0.0	7.27	NW
16	10	2017	 Campobasso, Guardialfiera e Termoli	23.73	12.3	17.33	NA	NA	63.67	0.0	6.3	SSW
17	10	2017	 Campobasso, Guardialfiera e Termoli	22.8	12.3	16.9	NA	NA	68.33	0.0	6.37	SSW
18	10	2017	 Campobasso, Guardialfiera e Termoli	22.67	12.1	16.97	NA	NA	72.67	0.0	5.37	SSE
19	10	2017	 Campobasso, Guardialfiera e Termoli	20.93	12.13	15.97	NA	NA	79.0	0.0	5.27	SW
20	10	2017	 Campobasso, Guardialfiera e Termoli	19.43	12.4	15.13	NA	NA	85.67	0.0	3.57	ESE
21	10	2017	 Campobasso, Guardialfiera e Termoli	22.13	11.3	16.27	NA	NA	78.67	0.07	5.1	SSW
22	10	2017	 Campobasso, Guardialfiera e Termoli	23.27	13.0	17.27	NA	NA	71.0	1.0	9.47	NNW
23	10	2017	 Campobasso, Guardialfiera e Termoli	16.27	8.87	12.5	NA	NA	74.0	11.23	17.4	NNW
24	10	2017	 Campobasso, Guardialfiera e Termoli	16.13	10.23	14.37	NA	NA	63.0	4.5	27.53	NNW
25	10	2017	 Campobasso, Guardialfiera e Termoli	16.47	11.87	14.63	NA	NA	69.0	0.0	16.9	NNW
26	10	2017	 Campobasso, Guardialfiera e Termoli	20.87	9.67	14.43	NA	NA	67.67	0.0	5.2	WNW
27	10	2017	 Campobasso, Guardialfiera e Termoli	21.4	11.23	15.33	NA	NA	66.67	1.33	9.43	SSW
28	10	2017	 Campobasso, Guardialfiera e Termoli	15.53	8.93	13.1	NA	NA	64.33	0.23	14.9	NE
29	10	2017	 Campobasso, Guardialfiera e Termoli	19.4	7.2	13.33	NA	NA	61.33	0.0	11.43	SSW
30	10	2017	 Campobasso, Guardialfiera e Termoli	13.23	12.93	13.1	NA	NA	65.67	0.0	1.4	NE
1	11	2017	 Campobasso, Guardialfiera e Termoli	13.93	7.13	10.13	NA	NA	72.33	0.0	5.07	WSW
2	11	2017	 Campobasso, Guardialfiera e Termoli	18.27	6.8	12.4	NA	NA	66.0	0.0	7.87	SW
3	11	2017	 Campobasso, Guardialfiera e Termoli	17.07	9.57	12.97	NA	NA	72.33	0.0	5.43	SSW
4	11	2017	 Campobasso, Guardialfiera e Termoli	17.6	8.97	12.87	NA	NA	76.0	0.0	5.93	SSE
5	11	2017	 Campobasso, Guardialfiera e Termoli	20.57	9.7	14.53	NA	NA	68.67	22.93	7.7	SSE
6	11	2017	 Campobasso, Guardialfiera e Termoli	17.27	9.33	13.13	NA	NA	85.0	16.87	8.0	SSE
7	11	2017	 Campobasso, Guardialfiera e Termoli	14.13	7.9	10.33	NA	NA	79.0	3.73	6.03	SE
8	11	2017	 Campobasso, Guardialfiera e Termoli	15.03	7.47	10.5	NA	NA	79.0	0.0	4.43	SW
9	11	2017	 Campobasso, Guardialfiera e Termoli	15.87	7.5	11.17	NA	NA	77.33	0.0	4.4	SSE
10	11	2017	 Campobasso, Guardialfiera e Termoli	13.6	8.93	11.03	NA	NA	88.0	0.07	3.7	WNW
11	11	2017	 Campobasso, Guardialfiera e Termoli	15.2	8.17	10.93	NA	NA	87.33	0.07	4.5	WNW
12	11	2017	 Campobasso, Guardialfiera e Termoli	18.93	8.63	12.97	NA	NA	69.0	0.07	9.57	SSW
13	11	2017	 Campobasso, Guardialfiera e Termoli	16.17	6.93	11.9	NA	NA	68.33	1.67	9.9	WW
14	11	2017	 Campobasso, Guardialfiera e Termoli	11.37	6.27	8.9	NA	NA	89.33	27.53	14.73	NE
15	11	2017	 Campobasso, Guardialfiera e Termoli	13.33	9.57	11.1	NA	NA	93.33	10.2	6.27	NE
16	11	2017	 Campobasso, Guardialfiera e Termoli	11.0	8.47	9.83	NA	NA	92.67	19.87	22.2	NNW
17	11	2017	 Campobasso, Guardialfiera e Termoli	11.5	9.43	10.47	NA	NA	89.67	2.67	17.47	NW
18	11	2017	 Campobasso, Guardialfiera e Termoli	12.03	7.97	9.97	NA	NA	81.67	0.0	11.0	NW
19	11	2017	 Campobasso, Guardialfiera e Termoli	13.1	6.6	9.47	NA	NA	75.67	0.0	5.2	WSW
20	11	2017	 Campobasso, Guardialfiera e Termoli	12.6	5.27	8.67	NA	NA	65.0	0.53	9.6	NW
21	11	2017	 Campobasso, Guardialfiera e Termoli	13.7	4.93	8.67	NA	NA	71.67	0.0	5.77	SW
22	11	2017	 Campobasso, Guardialfiera e Termoli	15.33	6.47	10.13	NA	NA	79.67	0.0	5.1	SW
23	11	2017	 Campobasso, Guardialfiera e Termoli	15.83	6.97	10.33	NA	NA	80.0	0.0	4.9	SW
24	11	2017	 Campobasso, Guardialfiera e Termoli	16.83	6.97	10.63	NA	NA	77.0	0.0	4.83	SSW
25	11	2017	 Campobasso, Guardialfiera e Termoli	17.2	8.2	13.03	NA	NA	72.67	0.0	12.1	SSW
26	11	2017	 Campobasso, Guardialfiera e Termoli	16.17	7.1	12.67	NA	NA	70.67	4.87	17.43	WSW
27	11	2017	 Campobasso, Guardialfiera e Termoli	7.97	4.87	6.57	NA	NA	71.0	1.53	21.17	NW
28	11	2017	 Campobasso, Guardialfiera e Termoli	10.3	2.37	6.03	NA	NA	63.0	0.0	6.9	SW
29	11	2017	 Campobasso, Guardialfiera e Termoli	13.1	4.33	9.97	NA	NA	74.33	1.27	12.2	SSE
30	11	2017	 Campobasso, Guardialfiera e Termoli	14.63	7.5	10.5	NA	NA	75.0	2.73	10.87	SSW
1	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	10.83	4.8	6.95	NA	NA	74.25	0.05	4.1	SSW
2	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	9.1	3.73	6.45	NA	NA	83.0	0.9	4.98	W
3	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	8.3	5.1	6.3	NA	NA	86.25	5.28	6.28	WSW
4	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	7.23	3.3	5.25	NA	NA	82.0	0.48	6.73	W
5	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	10.33	2.28	5.63	NA	NA	62.5	0.0	5.63	W
6	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	13.55	3.48	7.15	NA	NA	58.0	0.0	4.13	SW
7	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	12.3	3.25	6.88	NA	NA	72.0	0.0	4.15	SW
8	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	14.0	4.98	10.05	NA	NA	65.25	0.0	11.45	SSW
9	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	12.33	1.63	7.43	NA	NA	73.25	7.6	12.98	WSW
10	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	10.23	-0.53	5.08	NA	NA	65.5	0.13	10.83	SSW
11	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	15.33	9.7	12.85	NA	NA	67.5	2.45	19.28	S
12	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	16.7	14.0	15.1	NA	NA	61.0	0.0	15.13	SE
13	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	14.68	7.95	10.85	NA	NA	79.75	2.83	6.43	WSW
14	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	13.63	7.98	11.2	NA	NA	66.25	0.05	13.4	SSE
15	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	16.48	10.53	13.93	NA	NA	71.25	10.6	11.88	S
16	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	12.03	4.88	9.33	NA	NA	66.5	0.0	9.25	SW
17	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	6.95	2.38	4.55	NA	NA	80.0	2.48	11.75	W
18	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	3.93	1.08	2.13	NA	NA	85.25	7.13	9.2	NW
19	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	4.23	0.5	2.2	NA	NA	83.5	2.13	5.95	W
20	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	4.6	1.03	2.48	NA	NA	79.25	4.08	6.6	NW
21	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	5.6	2.58	4.48	NA	NA	70.0	0.05	13.75	NW
22	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	8.23	4.78	6.55	NA	NA	77.0	0.0	19.45	NW
23	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	10.25	4.5	7.63	NA	NA	71.5	0.05	13.23	NW
24	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	15.28	4.38	8.75	NA	NA	54.25	0.0	4.08	WSW
25	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	13.15	3.55	7.6	NA	NA	70.25	0.0	3.23	ESE
26	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	11.95	3.6	7.73	NA	NA	76.25	0.05	5.4	S
27	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	12.7	6.93	9.88	NA	NA	73.5	6.1	14.48	SSE
28	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	9.78	4.03	6.4	NA	NA	71.5	1.63	15.05	SSW
29	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	7.0	2.5	4.48	NA	NA	77.5	0.38	8.28	WNW
30	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	9.53	0.85	4.83	NA	NA	69.25	0.0	3.53	SW
31	12	2017	 Campobasso, Guardialfiera, Larino e Termoli	11.93	3.6	7.23	NA	NA	77.25	0.0	3.83	SW
1	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	14.65	6.05	10.1	NA	NA	73.0	0.2	10.93	SW
2	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	10.13	4.83	7.88	NA	NA	74.25	1.95	11.63	WSW
3	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	14.1	3.13	9.0	NA	NA	57.75	0.55	12.88	SW
4	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.15	6.45	10.73	NA	NA	62.5	0.18	7.1	SW
5	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.38	7.8	11.2	NA	NA	73.0	0.0	7.88	SW
6	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.6	7.2	9.95	NA	NA	78.25	0.0	4.35	SE
7	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.45	6.55	10.13	NA	NA	76.25	0.0	3.5	SSE
8	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.28	8.58	11.75	NA	NA	72.25	0.0	5.33	SSE
9	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.03	9.33	12.28	NA	NA	79.5	0.0	5.78	SSE
10	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.55	4.75	8.2	NA	NA	85.25	4.88	4.05	WNW
11	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.35	3.65	7.03	NA	NA	79.0	0.2	2.58	ESE
12	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	9.9	6.25	7.65	NA	NA	89.25	10.43	7.75	ENE
13	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	9.6	5.55	7.18	NA	NA	80.25	0.5	9.2	NW
14	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	9.25	4.5	6.73	NA	NA	81.0	0.0	2.55	ESE
15	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	9.33	3.7	6.08	NA	NA	85.0	0.4	2.7	E
16	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	13.2	5.7	10.3	NA	NA	69.25	0.1	16.35	SW
17	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.83	6.55	11.4	NA	NA	56.75	0.7	19.45	W
18	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.75	3.3	8.25	NA	NA	37.25	0.05	12.58	SW
19	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	14.63	9.3	11.68	NA	NA	63.5	0.05	18.98	SW
20	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.8	5.75	8.7	NA	NA	80.25	3.38	4.88	W
21	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	14.35	5.2	8.63	NA	NA	73.75	1.6	12.93	WNW
22	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	9.4	4.3	6.5	NA	NA	69.25	0.1	4.18	ESE
23	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	9.35	4.65	6.68	NA	NA	79.75	0.8	4.73	SSE
24	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	10.65	3.65	6.75	NA	NA	74.25	0.0	5.28	W
25	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.78	2.45	6.65	NA	NA	68.5	0.0	3.65	SE
26	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.55	2.65	6.63	NA	NA	77.25	0.05	4.25	WSW
27	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.85	3.38	6.75	NA	NA	78.75	0.0	3.53	SE
28	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.55	3.6	7.28	NA	NA	85.25	0.05	3.6	SSE
29	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	13.25	3.75	7.5	NA	NA	80.75	0.05	3.43	SE
30	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.33	3.48	6.83	NA	NA	84.5	0.0	2.65	ENE
31	1	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.6	2.6	6.53	NA	NA	80.75	0.05	5.2	WSW
1	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	14.68	4.4	10.45	NA	NA	66.5	0.75	11.68	EW
2	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.3	9.08	12.53	NA	NA	69.0	5.48	13.5	S
3	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	13.0	6.0	9.45	NA	NA	69.25	10.3	17.38	SW
4	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	8.93	3.1	5.8	NA	NA	72.0	0.0	5.5	S
5	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	10.4	1.48	5.45	NA	NA	78.5	0.0	3.35	SSE
6	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	8.15	3.58	5.95	NA	NA	89.75	14.63	2.1	SSE
7	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	9.23	4.58	6.6	NA	NA	86.5	17.83	6.18	SSE
8	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.13	3.53	7.0	NA	NA	78.0	0.0	4.75	SW
9	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	10.33	2.5	5.88	NA	NA	81.75	0.0	3.45	SE
10	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	8.15	3.55	5.83	NA	NA	83.0	0.28	14.2	SW
11	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	7.23	1.48	4.73	NA	NA	72.5	2.05	10.95	SW
12	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.05	0.13	6.2	NA	NA	72.25	0.0	6.25	SW
13	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	7.43	2.95	5.18	NA	NA	78.25	0.0	8.18	SW
14	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	5.7	0.15	2.95	NA	NA	74.0	1.68	6.53	SSE
15	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	5.75	0.88	3.28	NA	NA	71.0	0.78	13.55	SW
16	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	10.68	0.93	5.4	NA	NA	58.25	0.0	4.68	WSW
17	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.75	3.25	7.03	NA	NA	73.0	0.0	3.65	ENE
18	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.78	6.55	8.6	NA	NA	78.75	1.05	6.93	WSW
19	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	7.25	4.68	6.15	NA	NA	90.5	5.2	7.38	WNW
20	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	5.45	3.38	4.43	NA	NA	93.0	13.2	4.1	SW
21	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	4.05	2.43	3.4	NA	NA	92.75	10.5	11.85	NW
22	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	7.35	1.93	4.9	NA	NA	89.75	0.9	4.15	SSE
23	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	9.53	5.18	6.7	NA	NA	94.75	13.3	3.78	SSE
24	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	10.73	6.7	9.28	NA	NA	89.5	5.25	6.08	ENE
25	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	6.88	0.78	3.38	NA	NA	90.5	7.65	14.33	SW
26	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	0.85	-3.7	-1.45	NA	NA	88.0	0.5	13.43	WNW
27	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	0.6	-4.65	-2.58	NA	NA	76.75	0.4	9.05	NW
28	2	2018	 Campobasso, Guardialfiera, Larino e Termoli	1.15	-5.35	-2.53	NA	NA	73.75	0.15	8.05	WNW
1	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	7.25	-2.05	2.45	NA	NA	87.5	0.25	4.35	SSE
2	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.53	3.65	8.4	NA	NA	74.75	0.23	10.98	WSW
3	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.28	6.55	9.65	NA	NA	70.75	10.25	10.38	SW
4	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	11.55	6.23	8.53	NA	NA	85.5	3.8	4.13	S
5	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	8.55	6.2	7.55	NA	NA	94.0	17.45	3.25	SE
6	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.28	6.43	9.23	NA	NA	81.75	5.5	7.9	SW
7	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.1	6.2	10.8	NA	NA	67.0	1.03	12.63	SSW
8	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	14.58	4.6	9.38	NA	NA	65.75	0.0	7.25	S
9	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.15	6.45	10.1	NA	NA	66.75	0.0	5.63	ESE
10	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	17.18	5.98	11.4	NA	NA	72.5	0.0	6.8	S
11	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	22.15	8.3	14.4	NA	NA	69.75	0.8	9.83	S
12	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.68	9.65	12.4	NA	NA	65.0	0.45	13.18	SW
13	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.5	8.55	11.98	NA	NA	61.0	2.45	14.05	SW
14	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.28	5.5	10.13	NA	NA	62.5	0.0	5.48	SSW
15	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.85	6.88	11.45	NA	NA	63.25	0.0	8.45	SSW
16	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	17.8	10.58	14.08	NA	NA	69.75	0.0	9.85	SSW
17	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	13.65	8.8	10.8	NA	NA	82.5	1.55	6.05	SW
18	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	13.55	7.0	10.0	NA	NA	67.0	5.2	11.1	SSW
19	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	13.65	6.95	9.3	NA	NA	64.25	0.25	12.9	WSW
20	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	10.53	4.4	7.13	NA	NA	84.5	13.05	5.68	ENE
21	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	6.28	2.5	4.3	NA	NA	85.5	6.95	17.98	WNW
22	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	5.38	3.35	4.25	NA	NA	73.0	0.0	25.73	NW
23	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	4.68	1.68	3.2	NA	NA	76.25	0.85	17.78	NW
24	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	8.58	3.85	6.1	NA	NA	66.25	0.0	8.68	NW
25	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	8.33	2.58	6.0	NA	NA	78.75	3.05	6.68	W
26	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	10.23	5.4	7.6	NA	NA	84.5	1.25	9.3	NW
27	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	12.38	4.4	8.23	NA	NA	68.25	0.0	5.0	SSE
28	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.3	5.98	11.03	NA	NA	59.5	0.0	7.48	SSW
29	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	19.43	9.3	13.98	NA	NA	61.75	0.0	14.8	S
30	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	22.85	11.63	16.2	NA	NA	57.25	0.05	12.9	SSW
31	3	2018	 Campobasso, Guardialfiera, Larino e Termoli	19.65	7.88	13.9	NA	NA	62.25	2.5	12.55	S
1	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	14.93	6.35	9.95	NA	NA	67.0	0.0	10.6	S
2	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	18.93	6.43	12.38	NA	NA	56.25	0.0	6.68	SW
3	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	18.73	7.25	13.15	NA	NA	47.5	0.0	5.33	SE
4	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	18.18	10.53	14.03	NA	NA	59.75	0.0	4.55	S
5	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	18.08	9.15	12.95	NA	NA	72.25	4.2	4.8	SE
6	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	15.1	8.15	11.58	NA	NA	75.0	0.0	9.45	SSE
7	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	17.08	6.98	11.8	NA	NA	63.5	7.7	5.5	ESE
8	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	20.18	7.98	13.85	NA	NA	65.25	0.0	5.03	ESE
9	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	18.18	9.73	13.55	NA	NA	66.75	2.38	11.43	SSE
10	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	19.33	11.0	14.7	NA	NA	59.25	0.7	9.5	SW
11	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	18.25	11.5	14.75	NA	NA	70.0	0.0	5.23	E
12	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	23.33	12.4	16.48	NA	NA	68.25	0.15	6.63	S
13	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	20.35	9.43	14.53	NA	NA	60.5	0.0	7.2	SSW
14	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	17.65	9.48	13.2	NA	NA	65.0	0.0	5.5	WSW
15	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.73	10.4	13.5	NA	NA	63.5	0.0	3.93	WNW
16	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	19.43	10.18	14.35	NA	NA	71.0	0.55	4.08	ESE
17	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	16.18	11.9	13.98	NA	NA	84.25	0.0	6.25	S
18	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	18.1	13.48	15.58	NA	NA	74.5	0.35	11.85	S
19	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	20.65	13.18	16.48	NA	NA	68.25	0.0	9.18	S
20	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	21.45	12.5	17.33	NA	NA	59.0	0.0	10.08	S
21	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	22.1	11.38	17.23	NA	NA	58.75	0.0	6.78	SSW
22	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	22.3	10.53	16.28	NA	NA	70.5	0.0	4.5	WSW
23	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	22.58	12.83	17.38	NA	NA	72.75	0.0	3.93	SSW
24	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	24.9	14.25	18.6	NA	NA	69.0	0.0	5.2	WSW
25	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	24.33	13.85	18.6	NA	NA	68.25	0.0	4.8	SSE
26	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	24.9	12.88	18.43	NA	NA	68.25	0.0	4.85	E
27	4	2018	 Campobasso, Guardialfiera, Larino e Termoli	23.83	12.53	18.25	NA	NA	73.0	0.0	6.1	ESE
